State,Year,Quarter,District,Registered_users,App_opens
punjab,2020,3,Fazilka,208929,2971338
punjab,2020,3,Barnala,66758,703985
punjab,2020,3,Mansa,91467,898524
punjab,2020,3,Ludhiana,944936,12240572
punjab,2020,3,Sri Muktsar Sahib,105998,1174550
punjab,2020,3,Patiala,358126,4622948
punjab,2020,3,Pathankot,124994,1823052
punjab,2020,3,Fatehgarh Sahib,93571,1120472
punjab,2020,3,Rupnagar,106045,1287673
punjab,2020,3,Tarn Taran,91194,1111339
punjab,2020,3,Sas Nagar,540527,7964796
punjab,2020,3,Sangrur,204491,2286598
punjab,2020,3,Jalandhar,359980,4306433
punjab,2020,3,Bathinda,245674,3075052
punjab,2020,3,Kapurthala,102054,1216117
punjab,2020,3,Firozepur,114475,1477580
punjab,2020,3,Gurdaspur,155619,1702583
punjab,2020,3,Amritsar,383166,4571038
punjab,2020,3,Faridkot,78676,934414
punjab,2020,3,Hoshiarpur,173002,1894162
punjab,2020,3,Moga,92544,994863
punjab,2020,4,Shahid Bhagat Singh Nagar,57655,642364
punjab,2020,4,Fazilka,228837,3521818
punjab,2020,4,Barnala,73443,811463
punjab,2020,4,Mansa,99292,995245
punjab,2020,4,Ludhiana,1037696,15042418
punjab,2020,4,Sri Muktsar Sahib,116292,1389976
punjab,2020,4,Patiala,391658,5439173
punjab,2020,4,Pathankot,136917,2165639
punjab,2020,4,Fatehgarh Sahib,103647,1365222
punjab,2020,4,Rupnagar,116268,1524661
punjab,2020,4,Tarn Taran,102096,1326388
punjab,2020,4,Sas Nagar,586500,10389939
punjab,2020,4,Sangrur,225211,2653964
punjab,2020,4,Jalandhar,396951,5107171
punjab,2020,4,Bathinda,267808,3673311
punjab,2020,4,Kapurthala,113254,1466363
punjab,2020,4,Firozepur,125577,1707112
punjab,2020,4,Gurdaspur,173650,1985407
punjab,2020,4,Amritsar,423283,5557799
punjab,2020,4,Faridkot,86811,1111008
punjab,2020,4,Hoshiarpur,191711,2141902
punjab,2020,4,Moga,103311,1172840
punjab,2018,1,Shahid Bhagat Singh Nagar,7519,0
punjab,2018,1,Fazilka,44823,0
punjab,2018,1,Barnala,12242,0
punjab,2018,1,Mansa,20521,0
punjab,2018,1,Ludhiana,168625,0
punjab,2018,1,Sri Muktsar Sahib,21239,0
punjab,2018,1,Patiala,66507,0
punjab,2018,1,Pathankot,20420,0
punjab,2018,1,Fatehgarh Sahib,14764,0
punjab,2018,1,Rupnagar,17004,0
punjab,2018,1,Tarn Taran,11244,0
punjab,2018,1,Sas Nagar,121113,0
punjab,2018,1,Sangrur,37485,0
punjab,2018,1,Jalandhar,57808,0
punjab,2018,1,Bathinda,52466,0
punjab,2018,1,Kapurthala,18281,0
punjab,2018,1,Firozepur,19987,0
punjab,2018,1,Gurdaspur,21372,0
punjab,2018,1,Amritsar,59685,0
punjab,2018,1,Faridkot,14795,0
punjab,2018,1,Hoshiarpur,25348,0
punjab,2018,1,Moga,13894,0
punjab,2018,2,Shahid Bhagat Singh Nagar,10332,0
punjab,2018,2,Fazilka,60134,0
punjab,2018,2,Barnala,16405,0
punjab,2018,2,Mansa,27053,0
punjab,2018,2,Ludhiana,230404,0
punjab,2018,2,Sri Muktsar Sahib,28590,0
punjab,2018,2,Patiala,90123,0
punjab,2018,2,Pathankot,29096,0
punjab,2018,2,Fatehgarh Sahib,20549,0
punjab,2018,2,Rupnagar,23246,0
punjab,2018,2,Tarn Taran,15514,0
punjab,2018,2,Sas Nagar,161605,0
punjab,2018,2,Sangrur,50749,0
punjab,2018,2,Jalandhar,79991,0
punjab,2018,2,Bathinda,70948,0
punjab,2018,2,Kapurthala,24556,0
punjab,2018,2,Firozepur,27110,0
punjab,2018,2,Gurdaspur,29910,0
punjab,2018,2,Amritsar,82735,0
punjab,2018,2,Faridkot,19714,0
punjab,2018,2,Hoshiarpur,34576,0
punjab,2018,2,Moga,18850,0
punjab,2018,3,Shahid Bhagat Singh Nagar,13651,0
punjab,2018,3,Fazilka,73785,0
punjab,2018,3,Barnala,20578,0
punjab,2018,3,Mansa,32798,0
punjab,2018,3,Ludhiana,296414,0
punjab,2018,3,Sri Muktsar Sahib,35579,0
punjab,2018,3,Patiala,113902,0
punjab,2018,3,Pathankot,37880,0
punjab,2018,3,Fatehgarh Sahib,26642,0
punjab,2018,3,Rupnagar,30201,0
punjab,2018,3,Tarn Taran,21326,0
punjab,2018,3,Sas Nagar,201458,0
punjab,2018,3,Sangrur,64978,0
punjab,2018,3,Jalandhar,104824,0
punjab,2018,3,Bathinda,88508,0
punjab,2018,3,Kapurthala,31128,0
punjab,2018,3,Firozepur,34756,0
punjab,2018,3,Gurdaspur,39920,0
punjab,2018,3,Amritsar,108935,0
punjab,2018,3,Faridkot,25150,0
punjab,2018,3,Hoshiarpur,45862,0
punjab,2018,3,Moga,24873,0
punjab,2018,4,Shahid Bhagat Singh Nagar,17534,0
punjab,2018,4,Fazilka,89590,0
punjab,2018,4,Barnala,25961,0
punjab,2018,4,Mansa,39841,0
punjab,2018,4,Ludhiana,378237,0
punjab,2018,4,Sri Muktsar Sahib,44046,0
punjab,2018,4,Patiala,142989,0
punjab,2018,4,Pathankot,49244,0
punjab,2018,4,Fatehgarh Sahib,33652,0
punjab,2018,4,Rupnagar,38623,0
punjab,2018,4,Tarn Taran,27566,0
punjab,2018,4,Sas Nagar,250733,0
punjab,2018,4,Sangrur,82334,0
punjab,2018,4,Jalandhar,135966,0
punjab,2018,4,Bathinda,109505,0
punjab,2018,4,Kapurthala,39412,0
punjab,2018,4,Firozepur,44095,0
punjab,2018,4,Gurdaspur,51644,0
punjab,2018,4,Amritsar,141933,0
punjab,2018,4,Faridkot,31389,0
punjab,2018,4,Hoshiarpur,59684,0
punjab,2018,4,Moga,31737,0
arunachal-pradesh,2022,1,Lower Subansiri,10854,1566925
arunachal-pradesh,2022,1,Tirap,9972,1634844
arunachal-pradesh,2022,1,Papum Pare,111271,3209286
arunachal-pradesh,2022,1,Anjaw,3560,640611
arunachal-pradesh,2022,1,Lower Siang,4882,1085994
arunachal-pradesh,2022,1,Dibang Valley,656,267633
arunachal-pradesh,2022,1,West Kameng,27860,4098935
arunachal-pradesh,2022,1,Shi Yomi,540,230973
arunachal-pradesh,2022,1,East Kameng,5355,703590
arunachal-pradesh,2022,1,Lohit,19214,3212352
arunachal-pradesh,2022,1,Lepa Rada,4049,1182371
arunachal-pradesh,2022,1,Lower Dibang Valley,11401,1918566
arunachal-pradesh,2022,1,Longding,5700,1728795
arunachal-pradesh,2022,1,West Siang,14420,1420049
arunachal-pradesh,2022,1,Kamle,1144,758412
arunachal-pradesh,2022,1,Upper Siang,5146,2047229
arunachal-pradesh,2022,1,Kurung Kumey,1744,845626
arunachal-pradesh,2022,1,Siang,3942,1227784
arunachal-pradesh,2022,1,Kra Daadi,1701,720274
arunachal-pradesh,2022,1,Changlang,26904,4323291
arunachal-pradesh,2022,1,Pakke Kessang,887,770322
arunachal-pradesh,2022,1,East Siang,25763,3444101
arunachal-pradesh,2022,1,Upper Subansiri,8731,921019
arunachal-pradesh,2022,1,Tawang,15589,1922991
arunachal-pradesh,2022,1,Namsai,14054,1536586
arunachal-pradesh,2022,2,Lower Subansiri,11479,1637036
arunachal-pradesh,2022,2,Tirap,10538,2173316
arunachal-pradesh,2022,2,Papum Pare,117568,3870115
arunachal-pradesh,2022,2,Anjaw,3769,942878
arunachal-pradesh,2022,2,Lower Siang,5161,1296404
arunachal-pradesh,2022,2,Dibang Valley,701,212502
arunachal-pradesh,2022,2,West Kameng,29424,5493311
arunachal-pradesh,2022,2,Shi Yomi,575,197796
arunachal-pradesh,2022,2,East Kameng,5680,791335
arunachal-pradesh,2022,2,Lohit,20325,3608724
arunachal-pradesh,2022,2,Lepa Rada,4265,1110684
arunachal-pradesh,2022,2,Lower Dibang Valley,12040,2045531
arunachal-pradesh,2022,2,Longding,6034,1821245
arunachal-pradesh,2022,2,West Siang,15231,1555876
arunachal-pradesh,2022,2,Kamle,1210,1066185
arunachal-pradesh,2022,2,Upper Siang,5440,2396815
arunachal-pradesh,2022,2,Kurung Kumey,1854,734369
arunachal-pradesh,2022,2,Siang,4160,1500428
arunachal-pradesh,2022,2,Kra Daadi,1797,724575
arunachal-pradesh,2022,2,Changlang,28495,5476741
arunachal-pradesh,2022,2,Pakke Kessang,945,590302
arunachal-pradesh,2022,2,East Siang,27240,3704889
arunachal-pradesh,2022,2,Upper Subansiri,9235,1261876
arunachal-pradesh,2022,2,Tawang,16475,3393271
arunachal-pradesh,2022,2,Namsai,14887,2283314
arunachal-pradesh,2022,3,Lower Subansiri,12085,2475131
arunachal-pradesh,2022,3,Tirap,11115,2414601
arunachal-pradesh,2022,3,Papum Pare,124095,4843797
arunachal-pradesh,2022,3,Anjaw,3966,844043
arunachal-pradesh,2022,3,Lower Siang,5436,1508192
arunachal-pradesh,2022,3,Dibang Valley,740,285052
arunachal-pradesh,2022,3,West Kameng,30964,7334928
arunachal-pradesh,2022,3,Shi Yomi,598,312490
arunachal-pradesh,2022,3,East Kameng,5997,1054633
arunachal-pradesh,2022,3,Lohit,21385,4282624
arunachal-pradesh,2022,3,Lepa Rada,4510,1208942
arunachal-pradesh,2022,3,Lower Dibang Valley,12668,2160151
arunachal-pradesh,2022,3,Longding,6321,2587741
arunachal-pradesh,2022,3,West Siang,16063,1637984
arunachal-pradesh,2022,3,Kamle,1262,1335449
arunachal-pradesh,2022,3,Upper Siang,5690,2257253
arunachal-pradesh,2022,3,Kurung Kumey,1936,861405
arunachal-pradesh,2022,3,Siang,4369,1681957
arunachal-pradesh,2022,3,Kra Daadi,1893,1436202
arunachal-pradesh,2022,3,Changlang,29965,5703178
arunachal-pradesh,2022,3,Pakke Kessang,980,1039686
arunachal-pradesh,2022,3,East Siang,28698,3767855
arunachal-pradesh,2022,3,Upper Subansiri,9713,1535818
arunachal-pradesh,2022,3,Tawang,17281,4728673
arunachal-pradesh,2022,3,Namsai,15642,2424843
arunachal-pradesh,2022,4,Lower Subansiri,12630,833741
arunachal-pradesh,2022,4,Tirap,11584,645541
arunachal-pradesh,2022,4,Papum Pare,130306,6605350
arunachal-pradesh,2022,4,Anjaw,4105,197829
arunachal-pradesh,2022,4,Lower Siang,5633,318731
arunachal-pradesh,2022,4,Dibang Valley,752,15469
arunachal-pradesh,2022,4,West Kameng,32237,2129051
arunachal-pradesh,2022,4,Shi Yomi,615,25308
arunachal-pradesh,2022,4,East Kameng,6307,390756
arunachal-pradesh,2022,4,Lohit,22359,1441490
arunachal-pradesh,2022,4,Lepa Rada,4730,345752
arunachal-pradesh,2022,4,Lower Dibang Valley,13188,799856
arunachal-pradesh,2022,4,Longding,6590,442997
arunachal-pradesh,2022,4,West Siang,16816,964082
arunachal-pradesh,2022,4,Kamle,1301,131540
arunachal-pradesh,2022,4,Upper Siang,5930,277877
arunachal-pradesh,2022,4,Kurung Kumey,2008,72926
arunachal-pradesh,2022,4,Siang,4500,277881
arunachal-pradesh,2022,4,Kra Daadi,1960,131838
arunachal-pradesh,2022,4,Changlang,31196,1611653
arunachal-pradesh,2022,4,Pakke Kessang,1013,72545
arunachal-pradesh,2022,4,East Siang,30033,1542563
arunachal-pradesh,2022,4,Upper Subansiri,10189,456906
arunachal-pradesh,2022,4,Tawang,18003,947132
arunachal-pradesh,2022,4,Namsai,16322,1096224
arunachal-pradesh,2024,1,Lower Subansiri,15784,5446638
arunachal-pradesh,2024,1,Tirap,14506,2320070
arunachal-pradesh,2024,1,Papum Pare,159264,11037149
arunachal-pradesh,2024,1,Anjaw,5083,988152
arunachal-pradesh,2024,1,Lower Siang,7120,2828933
arunachal-pradesh,2024,1,Dibang Valley,950,3376396
arunachal-pradesh,2024,1,West Kameng,39484,6992063
arunachal-pradesh,2024,1,Shi Yomi,744,1882519
arunachal-pradesh,2024,1,East Kameng,7781,1403745
arunachal-pradesh,2024,1,Lohit,27954,9141847
arunachal-pradesh,2024,1,Lepa Rada,5836,3454920
arunachal-pradesh,2024,1,Lower Dibang Valley,16456,8588244
arunachal-pradesh,2024,1,Longding,8327,5068675
arunachal-pradesh,2024,1,West Siang,20794,2638976
arunachal-pradesh,2024,1,Kamle,1657,1457263
arunachal-pradesh,2024,1,Upper Siang,7311,24550721
arunachal-pradesh,2024,1,Kurung Kumey,2483,1172275
arunachal-pradesh,2024,1,Siang,5637,2420301
arunachal-pradesh,2024,1,Kra Daadi,2444,1966895
arunachal-pradesh,2024,1,Changlang,39144,15663058
arunachal-pradesh,2024,1,Pakke Kessang,1267,3211127
arunachal-pradesh,2024,1,East Siang,37296,7039779
arunachal-pradesh,2024,1,Upper Subansiri,12606,2750502
arunachal-pradesh,2024,1,Tawang,22104,11946333
arunachal-pradesh,2024,1,Namsai,20361,6250462
arunachal-pradesh,2024,2,Lower Subansiri,16421,4850576
arunachal-pradesh,2024,2,Tirap,15072,3259063
arunachal-pradesh,2024,2,Papum Pare,165311,13595765
arunachal-pradesh,2024,2,Anjaw,5267,3458976
arunachal-pradesh,2024,2,Lower Siang,7376,4908032
arunachal-pradesh,2024,2,Dibang Valley,988,2759193
arunachal-pradesh,2024,2,West Kameng,40932,7710316
arunachal-pradesh,2024,2,Shi Yomi,773,2183593
arunachal-pradesh,2024,2,East Kameng,8032,2435691
arunachal-pradesh,2024,2,Lohit,28987,6435955
arunachal-pradesh,2024,2,Lepa Rada,6048,2727750
arunachal-pradesh,2024,2,Lower Dibang Valley,17096,9571544
arunachal-pradesh,2024,2,Longding,8648,4527147
arunachal-pradesh,2024,2,West Siang,21620,3812728
arunachal-pradesh,2024,2,Kamle,1707,5836270
arunachal-pradesh,2024,2,Upper Siang,7590,3944842
arunachal-pradesh,2024,2,Kurung Kumey,2564,2978343
arunachal-pradesh,2024,2,Siang,5840,2802362
arunachal-pradesh,2024,2,Kra Daadi,2543,969378
arunachal-pradesh,2024,2,Changlang,40721,12523464
arunachal-pradesh,2024,2,Pakke Kessang,1322,1326691
arunachal-pradesh,2024,2,East Siang,38672,9340793
arunachal-pradesh,2024,2,Upper Subansiri,13054,3439218
arunachal-pradesh,2024,2,Tawang,22929,11070588
arunachal-pradesh,2024,2,Namsai,21156,5545559
arunachal-pradesh,2024,3,Lower Subansiri,25867,6427373
arunachal-pradesh,2024,3,Tirap,17950,13250276
arunachal-pradesh,2024,3,Papum Pare,53069,5213847
arunachal-pradesh,2024,3,Anjaw,7613,6135003
arunachal-pradesh,2024,3,Lower Siang,8622,3738680
arunachal-pradesh,2024,3,Dibang Valley,4228,4662715
arunachal-pradesh,2024,3,West Kameng,52957,17112893
arunachal-pradesh,2024,3,Shi Yomi,2847,8163729
arunachal-pradesh,2024,3,East Kameng,17032,7409512
arunachal-pradesh,2024,3,Lohit,26089,9622134
arunachal-pradesh,2024,3,Lepa Rada,8116,3581920
arunachal-pradesh,2024,3,Lower Dibang Valley,22192,4751945
arunachal-pradesh,2024,3,Longding,11733,3099804
arunachal-pradesh,2024,3,Itanagar Capital Complex,176072,4968118
arunachal-pradesh,2024,3,West Siang,30153,3493507
arunachal-pradesh,2024,3,Kamle,4476,9331714
arunachal-pradesh,2024,3,Upper Siang,10730,3890968
arunachal-pradesh,2024,3,Kurung Kumey,4673,4818221
arunachal-pradesh,2024,3,Siang,7700,3125450
arunachal-pradesh,2024,3,Kra Daadi,4948,6357196
arunachal-pradesh,2024,3,Changlang,47059,14570759
arunachal-pradesh,2024,3,Pakke Kessang,2805,24198006
arunachal-pradesh,2024,3,East Siang,50287,13003483
arunachal-pradesh,2024,3,Upper Subansiri,22442,2355608
arunachal-pradesh,2024,3,Tawang,30404,13752024
arunachal-pradesh,2024,3,Namsai,37104,13822081
arunachal-pradesh,2024,4,Lower Subansiri,26789,1428761
arunachal-pradesh,2024,4,Tirap,18610,1017828
arunachal-pradesh,2024,4,Papum Pare,55084,2980000
arunachal-pradesh,2024,4,Anjaw,7967,494203
arunachal-pradesh,2024,4,Lower Siang,9030,543144
arunachal-pradesh,2024,4,Dibang Valley,4395,393639
arunachal-pradesh,2024,4,West Kameng,54415,2957299
arunachal-pradesh,2024,4,Shi Yomi,2947,2741170
arunachal-pradesh,2024,4,East Kameng,17741,1322690
arunachal-pradesh,2024,4,Lohit,26973,1258686
arunachal-pradesh,2024,4,Lepa Rada,8451,422000
arunachal-pradesh,2024,4,Lower Dibang Valley,22964,2979336
arunachal-pradesh,2024,4,Longding,12179,1270130
arunachal-pradesh,2024,4,Itanagar Capital Complex,181946,7866403
arunachal-pradesh,2024,4,West Siang,31241,1374101
arunachal-pradesh,2024,4,Kamle,4610,307170
arunachal-pradesh,2024,4,Upper Siang,11103,675525
arunachal-pradesh,2024,4,Kurung Kumey,4869,294732
arunachal-pradesh,2024,4,Siang,8040,605792
arunachal-pradesh,2024,4,Kra Daadi,5195,379060
arunachal-pradesh,2024,4,Changlang,49057,2728512
arunachal-pradesh,2024,4,Pakke Kessang,2937,130410
arunachal-pradesh,2024,4,East Siang,52187,3833772
arunachal-pradesh,2024,4,Upper Subansiri,23209,4173760
arunachal-pradesh,2024,4,Tawang,30390,2029800
arunachal-pradesh,2024,4,Namsai,38550,2419659
arunachal-pradesh,2023,1,Lower Subansiri,13220,4665893
arunachal-pradesh,2023,1,Tirap,12127,3510306
arunachal-pradesh,2023,1,Papum Pare,136357,8066083
arunachal-pradesh,2023,1,Anjaw,4310,960705
arunachal-pradesh,2023,1,Lower Siang,5917,2503611
arunachal-pradesh,2023,1,Dibang Valley,789,332244
arunachal-pradesh,2023,1,West Kameng,33625,7118752
arunachal-pradesh,2023,1,Shi Yomi,631,409543
arunachal-pradesh,2023,1,East Kameng,6598,2956409
arunachal-pradesh,2023,1,Lohit,23429,5317984
arunachal-pradesh,2023,1,Lepa Rada,4938,1844736
arunachal-pradesh,2023,1,Lower Dibang Valley,13811,4586215
arunachal-pradesh,2023,1,Longding,6882,4261440
arunachal-pradesh,2023,1,West Siang,17590,2457555
arunachal-pradesh,2023,1,Kamle,1367,2987329
arunachal-pradesh,2023,1,Upper Siang,6196,3660864
arunachal-pradesh,2023,1,Kurung Kumey,2091,1499108
arunachal-pradesh,2023,1,Siang,4696,2962268
arunachal-pradesh,2023,1,Kra Daadi,2051,1694622
arunachal-pradesh,2023,1,Changlang,32646,10230395
arunachal-pradesh,2023,1,Pakke Kessang,1057,1625393
arunachal-pradesh,2023,1,East Siang,31416,5195905
arunachal-pradesh,2023,1,Upper Subansiri,10648,1991047
arunachal-pradesh,2023,1,Tawang,18817,4341255
arunachal-pradesh,2023,1,Namsai,17064,3817796
arunachal-pradesh,2023,2,Lower Subansiri,13816,5009447
arunachal-pradesh,2023,2,Tirap,12712,3111463
arunachal-pradesh,2023,2,Papum Pare,141879,8027014
arunachal-pradesh,2023,2,Anjaw,4513,1212448
arunachal-pradesh,2023,2,Lower Siang,6218,2625653
arunachal-pradesh,2023,2,Dibang Valley,829,690610
arunachal-pradesh,2023,2,West Kameng,35075,12694819
arunachal-pradesh,2023,2,Shi Yomi,667,554599
arunachal-pradesh,2023,2,East Kameng,6885,3189496
arunachal-pradesh,2023,2,Lohit,24522,5555603
arunachal-pradesh,2023,2,Lepa Rada,5175,2137902
arunachal-pradesh,2023,2,Lower Dibang Valley,14441,4403074
arunachal-pradesh,2023,2,Longding,7228,6889688
arunachal-pradesh,2023,2,West Siang,18396,5435236
arunachal-pradesh,2023,2,Kamle,1434,3536761
arunachal-pradesh,2023,2,Upper Siang,6473,4405218
arunachal-pradesh,2023,2,Kurung Kumey,2177,1008191
arunachal-pradesh,2023,2,Siang,4928,2397368
arunachal-pradesh,2023,2,Kra Daadi,2152,952771
arunachal-pradesh,2023,2,Changlang,34286,13774151
arunachal-pradesh,2023,2,Pakke Kessang,1107,1672388
arunachal-pradesh,2023,2,East Siang,32826,5234933
arunachal-pradesh,2023,2,Upper Subansiri,11120,1284729
arunachal-pradesh,2023,2,Tawang,19674,7183940
arunachal-pradesh,2023,2,Namsai,17877,3102018
arunachal-pradesh,2023,3,Lower Subansiri,14442,4197909
arunachal-pradesh,2023,3,Tirap,13297,1968279
arunachal-pradesh,2023,3,Papum Pare,147681,9581225
arunachal-pradesh,2023,3,Anjaw,4694,4592922
arunachal-pradesh,2023,3,Lower Siang,6527,3812115
arunachal-pradesh,2023,3,Dibang Valley,863,1097638
arunachal-pradesh,2023,3,West Kameng,36577,9824623
arunachal-pradesh,2023,3,Shi Yomi,688,1962286
arunachal-pradesh,2023,3,East Kameng,7180,2743968
arunachal-pradesh,2023,3,Lohit,25647,7051234
arunachal-pradesh,2023,3,Lepa Rada,5394,1875705
arunachal-pradesh,2023,3,Lower Dibang Valley,15073,5655652
arunachal-pradesh,2023,3,Longding,7572,4137235
arunachal-pradesh,2023,3,West Siang,19174,2630313
arunachal-pradesh,2023,3,Kamle,1488,2646890
arunachal-pradesh,2023,3,Upper Siang,6737,7316834
arunachal-pradesh,2023,3,Kurung Kumey,2274,2347673
arunachal-pradesh,2023,3,Siang,5142,3230543
arunachal-pradesh,2023,3,Kra Daadi,2238,735948
arunachal-pradesh,2023,3,Changlang,35843,10328531
arunachal-pradesh,2023,3,Pakke Kessang,1163,1172497
arunachal-pradesh,2023,3,East Siang,34293,5916556
arunachal-pradesh,2023,3,Upper Subansiri,11597,1232555
arunachal-pradesh,2023,3,Tawang,20501,11922695
arunachal-pradesh,2023,3,Namsai,18704,4254854
arunachal-pradesh,2023,4,Lower Subansiri,15092,1399977
arunachal-pradesh,2023,4,Tirap,13826,991936
arunachal-pradesh,2023,4,Papum Pare,153071,10790588
arunachal-pradesh,2023,4,Anjaw,4870,417091
arunachal-pradesh,2023,4,Lower Siang,6783,1191807
arunachal-pradesh,2023,4,Dibang Valley,905,264377
arunachal-pradesh,2023,4,West Kameng,37896,2218976
arunachal-pradesh,2023,4,Shi Yomi,713,76269
arunachal-pradesh,2023,4,East Kameng,7468,809394
arunachal-pradesh,2023,4,Lohit,26708,1741201
arunachal-pradesh,2023,4,Lepa Rada,5612,538761
arunachal-pradesh,2023,4,Lower Dibang Valley,15725,1713791
arunachal-pradesh,2023,4,Longding,7907,952682
arunachal-pradesh,2023,4,West Siang,19949,2445152
arunachal-pradesh,2023,4,Kamle,1569,244098
arunachal-pradesh,2023,4,Upper Siang,6986,779908
arunachal-pradesh,2023,4,Kurung Kumey,2369,371792
arunachal-pradesh,2023,4,Siang,5365,501863
arunachal-pradesh,2023,4,Kra Daadi,2335,204963
arunachal-pradesh,2023,4,Changlang,37357,2879640
arunachal-pradesh,2023,4,Pakke Kessang,1204,205215
arunachal-pradesh,2023,4,East Siang,35633,2887745
arunachal-pradesh,2023,4,Upper Subansiri,12074,956616
arunachal-pradesh,2023,4,Tawang,21219,2401036
arunachal-pradesh,2023,4,Namsai,19452,1888668
arunachal-pradesh,2019,1,Lower Subansiri,1879,0
arunachal-pradesh,2019,1,Tirap,2082,0
arunachal-pradesh,2019,1,Papum Pare,26298,0
arunachal-pradesh,2019,1,Anjaw,934,0
arunachal-pradesh,2019,1,Lower Siang,1123,0
arunachal-pradesh,2019,1,Dibang Valley,211,0
arunachal-pradesh,2019,1,West Kameng,8115,0
arunachal-pradesh,2019,1,Shi Yomi,186,0
arunachal-pradesh,2019,1,East Kameng,876,0
arunachal-pradesh,2019,1,Lohit,4416,0
arunachal-pradesh,2019,1,Lepa Rada,710,0
arunachal-pradesh,2019,1,Lower Dibang Valley,2314,0
arunachal-pradesh,2019,1,Longding,1152,0
arunachal-pradesh,2019,1,West Siang,2656,0
arunachal-pradesh,2019,1,Kamle,141,0
arunachal-pradesh,2019,1,Upper Siang,1125,0
arunachal-pradesh,2019,1,Kurung Kumey,385,0
arunachal-pradesh,2019,1,Siang,651,0
arunachal-pradesh,2019,1,Kra Daadi,350,0
arunachal-pradesh,2019,1,Changlang,5210,0
arunachal-pradesh,2019,1,Pakke Kessang,162,0
arunachal-pradesh,2019,1,East Siang,5899,0
arunachal-pradesh,2019,1,Upper Subansiri,1906,0
arunachal-pradesh,2019,1,Tawang,5023,0
arunachal-pradesh,2019,1,Namsai,3153,0
arunachal-pradesh,2019,2,Lower Subansiri,2463,11644
arunachal-pradesh,2019,2,Tirap,2697,12779
arunachal-pradesh,2019,2,Papum Pare,32800,163673
arunachal-pradesh,2019,2,Anjaw,1175,4993
arunachal-pradesh,2019,2,Lower Siang,1457,7737
arunachal-pradesh,2019,2,Dibang Valley,241,258
arunachal-pradesh,2019,2,West Kameng,9782,73944
arunachal-pradesh,2019,2,Shi Yomi,225,24
arunachal-pradesh,2019,2,East Kameng,1075,4146
arunachal-pradesh,2019,2,Lohit,5485,32550
arunachal-pradesh,2019,2,Lepa Rada,903,4196
arunachal-pradesh,2019,2,Lower Dibang Valley,2842,12669
arunachal-pradesh,2019,2,Longding,1420,13256
arunachal-pradesh,2019,2,West Siang,3393,15972
arunachal-pradesh,2019,2,Kamle,212,972
arunachal-pradesh,2019,2,Upper Siang,1372,2710
arunachal-pradesh,2019,2,Kurung Kumey,481,2171
arunachal-pradesh,2019,2,Siang,831,3209
arunachal-pradesh,2019,2,Kra Daadi,440,2639
arunachal-pradesh,2019,2,Changlang,6884,37725
arunachal-pradesh,2019,2,Pakke Kessang,211,1237
arunachal-pradesh,2019,2,East Siang,7319,34596
arunachal-pradesh,2019,2,Upper Subansiri,2355,9043
arunachal-pradesh,2019,2,Tawang,5908,32103
arunachal-pradesh,2019,2,Namsai,3914,18627
arunachal-pradesh,2019,3,Lower Subansiri,2928,42877
arunachal-pradesh,2019,3,Tirap,3099,49222
arunachal-pradesh,2019,3,Papum Pare,38845,582435
arunachal-pradesh,2019,3,Anjaw,1358,19509
arunachal-pradesh,2019,3,Lower Siang,1689,25736
arunachal-pradesh,2019,3,Dibang Valley,271,1436
arunachal-pradesh,2019,3,West Kameng,11186,260068
arunachal-pradesh,2019,3,Shi Yomi,239,158
arunachal-pradesh,2019,3,East Kameng,1304,19974
arunachal-pradesh,2019,3,Lohit,6421,112322
arunachal-pradesh,2019,3,Lepa Rada,1064,13695
arunachal-pradesh,2019,3,Lower Dibang Valley,3398,43057
arunachal-pradesh,2019,3,Longding,1634,46571
arunachal-pradesh,2019,3,West Siang,4101,64241
arunachal-pradesh,2019,3,Kamle,258,3686
arunachal-pradesh,2019,3,Upper Siang,1486,8960
arunachal-pradesh,2019,3,Kurung Kumey,572,8396
arunachal-pradesh,2019,3,Siang,948,13437
arunachal-pradesh,2019,3,Kra Daadi,524,11363
arunachal-pradesh,2019,3,Changlang,8145,139098
arunachal-pradesh,2019,3,Pakke Kessang,244,5099
arunachal-pradesh,2019,3,East Siang,8571,118071
arunachal-pradesh,2019,3,Upper Subansiri,2748,35114
arunachal-pradesh,2019,3,Tawang,6553,114907
arunachal-pradesh,2019,3,Namsai,4563,72268
arunachal-pradesh,2019,4,Lower Subansiri,3564,53396
arunachal-pradesh,2019,4,Tirap,3605,67097
arunachal-pradesh,2019,4,Papum Pare,44746,670934
arunachal-pradesh,2019,4,Anjaw,1564,23729
arunachal-pradesh,2019,4,Lower Siang,1921,28156
arunachal-pradesh,2019,4,Dibang Valley,289,1738
arunachal-pradesh,2019,4,West Kameng,12562,313584
arunachal-pradesh,2019,4,Shi Yomi,266,880
arunachal-pradesh,2019,4,East Kameng,1623,27850
arunachal-pradesh,2019,4,Lohit,7386,129353
arunachal-pradesh,2019,4,Lepa Rada,1263,20798
arunachal-pradesh,2019,4,Lower Dibang Valley,3944,50034
arunachal-pradesh,2019,4,Longding,1847,48945
arunachal-pradesh,2019,4,West Siang,4773,70790
arunachal-pradesh,2019,4,Kamle,323,5098
arunachal-pradesh,2019,4,Upper Siang,1804,26060
arunachal-pradesh,2019,4,Kurung Kumey,653,7904
arunachal-pradesh,2019,4,Siang,1131,19220
